user_name,user_id,product_id,product_name,category,price,purchase_date
Juliana,459,35808,Suéter de Tricô em Algodão da Malwee,Masculino,R$ 69.99,2024-07-21
Samuel,486,35818,Camisa de Flanela Xadrez da H&M,Masculino,R$ 79.99,2023-12-12
Isabela,458,35823,Camiseta de Algodão Básica da Zara,Feminino,R$ 39.99,2024-10-09
Beatriz,451,35807,Jaqueta de Couro Fake da Marisol,Masculino,R$ 149.99,2024-02-07
Priscila,465,35805,Bermuda de Praia Hering com Estampa Tropical,Masculino,R$ 49.99,2024-01-05
Skyler,499,35838,Calça de Pijama em Modal da Hering,Feminino,R$ 59.99,2024-08-08
Tatiane,468,35821,Vestido Longo em Viscose com Decote V,Feminino,R$ 89.99,2023-11-29
Igor,478,35824,Calça Legging com Estampa de Onça da Gymshark,Feminino,R$ 99.99,2023-12-13
Dani,494,35845,Jaqueta Anorak com Estampa Camuflada,Unissex,R$ 149.99,2024-09-13
Ana,450,35827,Casaco de Lã Tricô da Marisa,Feminino,R$ 79.99,2024-09-10
Carlos,472,35836,Vestido Casual em Malha de Algodão,Feminino,R$ 79.99,2024-05-31
Helena,457,35820,Blusa de Alcinha em Crepe com Estampa Floral,Feminino,R$ 49.99,2023-12-22
Tiago,487,35840,Camiseta Tie-Dye da Vans,Unissex,R$ 89.99,2024-07-10
Yuri,489,35808,Suéter de Tricô em Algodão da Malwee,Masculino,R$ 69.99,2023-11-29
Raquel,466,35833,Moletom Feminino com Capuz da Adidas,Feminino,R$ 179.99,2023-12-10
Carlos,472,35815,T-Shirt Estampada da Osklen,Masculino,R$ 119.99,2023-11-02
Felipe,475,35831,Calça de Alfaiataria da Animale,Feminino,R$ 89.99,2024-07-19
Gustavo,476,35829,Vestido de Festa em Tule com Bordado,Feminino,R$ 149.99,2024-04-21
Jordan,496,35814,Jaqueta de Frio Columbia Mountain,Masculino,R$ 249.99,2024-10-25
Samuel,486,35831,Calça de Alfaiataria da Animale,Feminino,R$ 89.99,2024-10-10
Victor,488,35800,Camiseta Adidas Essentials Linear,Masculino,R$ 99.99,2023-11-04
Sofia,467,35816,Calça Jogger em Moletom da Puma,Masculino,R$ 99.99,2023-12-04
Isabela,458,35841,Hoodie Oversized em Moletom da Uniqlo,Unissex,R$ 179.99,2024-07-12
Priscila,465,35804,Calça Jeans Levi's 511 Slim Fit,Masculino,R$ 299.99,2024-02-24
Carlos,472,35814,Jaqueta de Frio Columbia Mountain,Masculino,R$ 249.99,2023-11-06
Gabriela,456,35847,Sunga de Praia com Estampa Floral da Rip Curl,Unissex,R$ 59.99,2024-01-30
Samuel,486,35848,Calça de Treino em Malha da Adidas,Unissex,R$ 89.99,2024-01-23
Gustavo,476,35830,Cropped de Manga Longa da Forever 21,Feminino,R$ 69.99,2024-04-14
Taylor,498,35807,Jaqueta de Couro Fake da Marisol,Masculino,R$ 149.99,2024-03-28
Skyler,499,35824,Calça Legging com Estampa de Onça da Gymshark,Feminino,R$ 99.99,2024-04-18
Alex,490,35820,Blusa de Alcinha em Crepe com Estampa Floral,Feminino,R$ 49.99,2024-05-18
Alex,490,35800,Camiseta Adidas Essentials Linear,Masculino,R$ 99.99,2024-02-06
João,479,35844,Regata Unissex em Algodão Orgânico,Unissex,R$ 39.99,2024-07-01
Eduardo,474,35845,Jaqueta Anorak com Estampa Camuflada,Unissex,R$ 149.99,2024-01-18
Samuel,486,35847,Sunga de Praia com Estampa Floral da Rip Curl,Unissex,R$ 59.99,2024-08-02
Luana,461,35808,Suéter de Tricô em Algodão da Malwee,Masculino,R$ 69.99,2024-07-16
Yuri,489,35829,Vestido de Festa em Tule com Bordado,Feminino,R$ 149.99,2024-08-30
Isabela,458,35814,Jaqueta de Frio Columbia Mountain,Masculino,R$ 249.99,2024-05-10
Eduardo,474,35848,Calça de Treino em Malha da Adidas,Unissex,R$ 89.99,2024-05-02
Luana,461,35842,Parka com Capuz e Forro em Pelo Sintético,Unissex,R$ 249.99,2024-06-08
Ricardo,485,35818,Camisa de Flanela Xadrez da H&M,Masculino,R$ 79.99,2024-01-01
Olívia,464,35826,Blazer Feminino em Tecido de Linho da Lança Perfume,Feminino,R$ 199.99,2024-08-30
Eloá,454,35801,Camiseta Nike Dri-FIT Essential,Masculino,R$ 89.99,2023-11-29
Luana,461,35818,Camisa de Flanela Xadrez da H&M,Masculino,R$ 79.99,2024-03-24
Fernanda,455,35829,Vestido de Festa em Tule com Bordado,Feminino,R$ 149.99,2024-01-04
Henrique,477,35832,Saia Jeans Midi da Levi's,Feminino,R$ 99.99,2024-10-17
João,479,35834,Jaqueta Jeans Oversized da C&A,Feminino,R$ 119.99,2024-06-04
Victor,488,35814,Jaqueta de Frio Columbia Mountain,Masculino,R$ 249.99,2023-12-12
Eduardo,474,35834,Jaqueta Jeans Oversized da C&A,Feminino,R$ 119.99,2024-05-18
Skyler,499,35804,Calça Jeans Levi's 511 Slim Fit,Masculino,R$ 299.99,2024-03-31
Mariana,462,35845,Jaqueta Anorak com Estampa Camuflada,Unissex,R$ 149.99,2024-01-24
Karine,460,35835,Regata Estampada da Calvin Klein,Feminino,R$ 49.99,2024-04-27
Paulo,484,35834,Jaqueta Jeans Oversized da C&A,Feminino,R$ 119.99,2024-09-13
Mariana,462,35839,Shorts de Cintura Alta em Linho,Feminino,R$ 69.99,2024-08-09
Juliana,459,35846,Moletom Oversized da Champion,Unissex,R$ 119.99,2023-11-01
Skyler,499,35802,Terno Slim Fit em Lã Fria,Masculino,R$ 599.99,2024-06-24
João,479,35824,Calça Legging com Estampa de Onça da Gymshark,Feminino,R$ 99.99,2024-04-13
Carlos,472,35820,Blusa de Alcinha em Crepe com Estampa Floral,Feminino,R$ 49.99,2024-05-20
Priscila,465,35830,Cropped de Manga Longa da Forever 21,Feminino,R$ 69.99,2024-07-05
Jamie,495,35844,Regata Unissex em Algodão Orgânico,Unissex,R$ 39.99,2024-03-15
Juliana,459,35816,Calça Jogger em Moletom da Puma,Masculino,R$ 99.99,2024-10-05
Helena,457,35813,Shorts de Ciclismo Soul Cycle,Masculino,R$ 59.99,2024-04-10
Helena,457,35809,Calça de Sarja Azul Marinho da TNG,Masculino,R$ 89.99,2024-07-31
Tiago,487,35813,Shorts de Ciclismo Soul Cycle,Masculino,R$ 59.99,2024-05-31
Alex,490,35815,T-Shirt Estampada da Osklen,Masculino,R$ 119.99,2024-03-17
Ana,450,35807,Jaqueta de Couro Fake da Marisol,Masculino,R$ 149.99,2024-05-14
Eduardo,474,35817,Uniforme Esportivo Adidas Condivo 20,Masculino,R$ 179.99,2024-01-27
Tiago,487,35823,Camiseta de Algodão Básica da Zara,Feminino,R$ 39.99,2024-03-29
Raquel,466,35801,Camiseta Nike Dri-FIT Essential,Masculino,R$ 89.99,2023-12-05
Ariel,491,35844,Regata Unissex em Algodão Orgânico,Unissex,R$ 39.99,2023-11-18
Taylor,498,35807,Jaqueta de Couro Fake da Marisol,Masculino,R$ 149.99,2024-03-07
Ana,450,35835,Regata Estampada da Calvin Klein,Feminino,R$ 49.99,2024-07-20
Olívia,464,35846,Moletom Oversized da Champion,Unissex,R$ 119.99,2024-01-16
André,470,35843,Calça Cargo em Sarja da Nike,Unissex,R$ 99.99,2024-03-01
Victor,488,35842,Parka com Capuz e Forro em Pelo Sintético,Unissex,R$ 249.99,2024-08-10
Karine,460,35809,Calça de Sarja Azul Marinho da TNG,Masculino,R$ 89.99,2024-07-02
Camila,452,35832,Saia Jeans Midi da Levi's,Feminino,R$ 99.99,2024-10-01
Raquel,466,35835,Regata Estampada da Calvin Klein,Feminino,R$ 49.99,2024-03-16
Mariana,462,35820,Blusa de Alcinha em Crepe com Estampa Floral,Feminino,R$ 49.99,2024-06-25
Natália,463,35820,Blusa de Alcinha em Crepe com Estampa Floral,Feminino,R$ 49.99,2024-03-03
Ariel,491,35831,Calça de Alfaiataria da Animale,Feminino,R$ 89.99,2024-09-23
Bruno,471,35811,Camisa Polo Lacoste Classic Fit,Masculino,R$ 229.99,2024-03-03
Felipe,475,35831,Calça de Alfaiataria da Animale,Feminino,R$ 89.99,2024-10-09
Olívia,464,35835,Regata Estampada da Calvin Klein,Feminino,R$ 49.99,2024-04-23
Juliana,459,35830,Cropped de Manga Longa da Forever 21,Feminino,R$ 69.99,2023-12-15
Bruno,471,35800,Camiseta Adidas Essentials Linear,Masculino,R$ 99.99,2024-10-12
Fernanda,455,35836,Vestido Casual em Malha de Algodão,Feminino,R$ 79.99,2024-02-16
Tiago,487,35840,Camiseta Tie-Dye da Vans,Unissex,R$ 89.99,2024-08-26
Igor,478,35820,Blusa de Alcinha em Crepe com Estampa Floral,Feminino,R$ 49.99,2024-09-18
Camila,452,35820,Blusa de Alcinha em Crepe com Estampa Floral,Feminino,R$ 49.99,2024-03-15
Luana,461,35809,Calça de Sarja Azul Marinho da TNG,Masculino,R$ 89.99,2024-07-26
Matheus,481,35831,Calça de Alfaiataria da Animale,Feminino,R$ 89.99,2024-02-03
Mariana,462,35802,Terno Slim Fit em Lã Fria,Masculino,R$ 599.99,2024-01-25
Victor,488,35822,Saia Midi Plissada em Tecido Metalizado,Feminino,R$ 69.99,2023-12-06
Isabela,458,35839,Shorts de Cintura Alta em Linho,Feminino,R$ 69.99,2023-12-21
Natália,463,35801,Camiseta Nike Dri-FIT Essential,Masculino,R$ 89.99,2023-12-20
Eloá,454,35818,Camisa de Flanela Xadrez da H&M,Masculino,R$ 79.99,2024-06-08
André,470,35845,Jaqueta Anorak com Estampa Camuflada,Unissex,R$ 149.99,2024-06-06
Otávio,483,35830,Cropped de Manga Longa da Forever 21,Feminino,R$ 69.99,2024-04-08
Helena,457,35836,Vestido Casual em Malha de Algodão,Feminino,R$ 79.99,2024-01-22
Mariana,462,35845,Jaqueta Anorak com Estampa Camuflada,Unissex,R$ 149.99,2024-01-28
Lucas,480,35813,Shorts de Ciclismo Soul Cycle,Masculino,R$ 59.99,2024-09-22
Gabriela,456,35803,Blazer Masculino em Tecido de Algodão,Masculino,R$ 199.99,2024-05-16
Morgan,497,35834,Jaqueta Jeans Oversized da C&A,Feminino,R$ 119.99,2024-09-16
Bruno,471,35841,Hoodie Oversized em Moletom da Uniqlo,Unissex,R$ 179.99,2024-05-19
Tiago,487,35828,Túnica em Viscose com Detalhes de Renda,Feminino,R$ 59.99,2024-08-27
Daniel,473,35837,Cardigan Longo em Tricô da Zara,Feminino,R$ 99.99,2024-09-20
Luana,461,35810,Regata Champion em Algodão,Masculino,R$ 39.99,2023-12-24
Felipe,475,35827,Casaco de Lã Tricô da Marisa,Feminino,R$ 79.99,2024-03-08
Lucas,480,35828,Túnica em Viscose com Detalhes de Renda,Feminino,R$ 59.99,2023-11-09
Yuri,489,35813,Shorts de Ciclismo Soul Cycle,Masculino,R$ 59.99,2024-07-06
Jamie,495,35841,Hoodie Oversized em Moletom da Uniqlo,Unissex,R$ 179.99,2024-05-09
Nicolas,482,35804,Calça Jeans Levi's 511 Slim Fit,Masculino,R$ 299.99,2024-09-09
Lucas,480,35833,Moletom Feminino com Capuz da Adidas,Feminino,R$ 179.99,2024-06-21
Nicolas,482,35840,Camiseta Tie-Dye da Vans,Unissex,R$ 89.99,2024-06-21
Camila,452,35849,Camisa de Manga Longa em Viscose da H&M,Unissex,R$ 79.99,2023-11-14
Matheus,481,35818,Camisa de Flanela Xadrez da H&M,Masculino,R$ 79.99,2024-08-10
Tatiane,468,35844,Regata Unissex em Algodão Orgânico,Unissex,R$ 39.99,2024-05-20
Carlos,472,35800,Camiseta Adidas Essentials Linear,Masculino,R$ 99.99,2024-07-28
Ana,450,35802,Terno Slim Fit em Lã Fria,Masculino,R$ 599.99,2024-02-13
Morgan,497,35824,Calça Legging com Estampa de Onça da Gymshark,Feminino,R$ 99.99,2024-02-17
Raquel,466,35802,Terno Slim Fit em Lã Fria,Masculino,R$ 599.99,2024-08-22
Ana,450,35839,Shorts de Cintura Alta em Linho,Feminino,R$ 69.99,2024-06-06
Karine,460,35823,Camiseta de Algodão Básica da Zara,Feminino,R$ 39.99,2024-08-26
Tatiane,468,35832,Saia Jeans Midi da Levi's,Feminino,R$ 99.99,2024-03-21
Daniel,473,35839,Shorts de Cintura Alta em Linho,Feminino,R$ 69.99,2024-06-06
João,479,35847,Sunga de Praia com Estampa Floral da Rip Curl,Unissex,R$ 59.99,2024-04-30
Lucas,480,35818,Camisa de Flanela Xadrez da H&M,Masculino,R$ 79.99,2024-01-20
Chris,493,35807,Jaqueta de Couro Fake da Marisol,Masculino,R$ 149.99,2024-06-02
Isabela,458,35829,Vestido de Festa em Tule com Bordado,Feminino,R$ 149.99,2024-10-24
Lucas,480,35833,Moletom Feminino com Capuz da Adidas,Feminino,R$ 179.99,2024-05-09
Daniela,453,35838,Calça de Pijama em Modal da Hering,Feminino,R$ 59.99,2024-07-27
Jamie,495,35825,Macacão Jeans com Cintura Alta da Renner,Feminino,R$ 119.99,2024-04-11
Mariana,462,35825,Macacão Jeans com Cintura Alta da Renner,Feminino,R$ 119.99,2024-09-08
Igor,478,35820,Blusa de Alcinha em Crepe com Estampa Floral,Feminino,R$ 49.99,2024-06-19
Jordan,496,35823,Camiseta de Algodão Básica da Zara,Feminino,R$ 39.99,2023-11-23
Ariel,491,35820,Blusa de Alcinha em Crepe com Estampa Floral,Feminino,R$ 49.99,2024-02-24
Bruno,471,35828,Túnica em Viscose com Detalhes de Renda,Feminino,R$ 59.99,2024-05-16
Tiago,487,35848,Calça de Treino em Malha da Adidas,Unissex,R$ 89.99,2024-02-28
Bruno,471,35831,Calça de Alfaiataria da Animale,Feminino,R$ 89.99,2024-09-16
Eduardo,474,35802,Terno Slim Fit em Lã Fria,Masculino,R$ 599.99,2024-01-19
Carlos,472,35805,Bermuda de Praia Hering com Estampa Tropical,Masculino,R$ 49.99,2024-02-02
Natália,463,35821,Vestido Longo em Viscose com Decote V,Feminino,R$ 89.99,2024-02-18
Tatiane,468,35840,Camiseta Tie-Dye da Vans,Unissex,R$ 89.99,2024-04-30
Luana,461,35815,T-Shirt Estampada da Osklen,Masculino,R$ 119.99,2024-06-29
Ricardo,485,35819,Biquíni Masculino Calvin Klein,Masculino,R$ 89.99,2024-06-08
Carlos,472,35823,Camiseta de Algodão Básica da Zara,Feminino,R$ 39.99,2023-12-09
Eduardo,474,35822,Saia Midi Plissada em Tecido Metalizado,Feminino,R$ 69.99,2024-06-09
Isabela,458,35801,Camiseta Nike Dri-FIT Essential,Masculino,R$ 89.99,2023-11-10
Eloá,454,35842,Parka com Capuz e Forro em Pelo Sintético,Unissex,R$ 249.99,2024-08-10
Jamie,495,35832,Saia Jeans Midi da Levi's,Feminino,R$ 99.99,2024-06-11
Ariel,491,35818,Camisa de Flanela Xadrez da H&M,Masculino,R$ 79.99,2024-08-19
Beatriz,451,35802,Terno Slim Fit em Lã Fria,Masculino,R$ 599.99,2024-06-24
Natália,463,35815,T-Shirt Estampada da Osklen,Masculino,R$ 119.99,2024-04-07
Nicolas,482,35819,Biquíni Masculino Calvin Klein,Masculino,R$ 89.99,2024-05-06
Eloá,454,35815,T-Shirt Estampada da Osklen,Masculino,R$ 119.99,2024-07-16
Victor,488,35834,Jaqueta Jeans Oversized da C&A,Feminino,R$ 119.99,2024-09-09
Vitória,469,35822,Saia Midi Plissada em Tecido Metalizado,Feminino,R$ 69.99,2024-02-01
Chris,493,35819,Biquíni Masculino Calvin Klein,Masculino,R$ 89.99,2024-02-28
Dani,494,35807,Jaqueta de Couro Fake da Marisol,Masculino,R$ 149.99,2024-08-07
Natália,463,35812,Casaco Trench Coat em Tecido Impermeável,Masculino,R$ 399.99,2024-10-16
Tatiane,468,35815,T-Shirt Estampada da Osklen,Masculino,R$ 119.99,2024-03-11
Igor,478,35834,Jaqueta Jeans Oversized da C&A,Feminino,R$ 119.99,2024-01-28
Nicolas,482,35821,Vestido Longo em Viscose com Decote V,Feminino,R$ 89.99,2024-10-09
Vitória,469,35820,Blusa de Alcinha em Crepe com Estampa Floral,Feminino,R$ 49.99,2024-03-31
Fernanda,455,35832,Saia Jeans Midi da Levi's,Feminino,R$ 99.99,2024-02-22
Beatriz,451,35806,Moletom Nike Sportswear Fleece,Masculino,R$ 179.99,2023-12-07
Alex,490,35839,Shorts de Cintura Alta em Linho,Feminino,R$ 69.99,2024-03-14
Isabela,458,35831,Calça de Alfaiataria da Animale,Feminino,R$ 89.99,2024-05-11
Eloá,454,35811,Camisa Polo Lacoste Classic Fit,Masculino,R$ 229.99,2024-05-18
Vitória,469,35827,Casaco de Lã Tricô da Marisa,Feminino,R$ 79.99,2024-06-23
Ariel,491,35818,Camisa de Flanela Xadrez da H&M,Masculino,R$ 79.99,2024-07-08
Natália,463,35841,Hoodie Oversized em Moletom da Uniqlo,Unissex,R$ 179.99,2024-10-08
Felipe,475,35842,Parka com Capuz e Forro em Pelo Sintético,Unissex,R$ 249.99,2024-04-12
Igor,478,35819,Biquíni Masculino Calvin Klein,Masculino,R$ 89.99,2023-11-29
João,479,35830,Cropped de Manga Longa da Forever 21,Feminino,R$ 69.99,2024-06-17
Gabriela,456,35812,Casaco Trench Coat em Tecido Impermeável,Masculino,R$ 399.99,2023-10-31
Carlos,472,35842,Parka com Capuz e Forro em Pelo Sintético,Unissex,R$ 249.99,2024-09-02
Morgan,497,35807,Jaqueta de Couro Fake da Marisol,Masculino,R$ 149.99,2024-01-30
Ricardo,485,35810,Regata Champion em Algodão,Masculino,R$ 39.99,2024-08-16
Dani,494,35839,Shorts de Cintura Alta em Linho,Feminino,R$ 69.99,2024-02-12
Henrique,477,35826,Blazer Feminino em Tecido de Linho da Lança Perfume,Feminino,R$ 199.99,2023-11-02
Beatriz,451,35834,Jaqueta Jeans Oversized da C&A,Feminino,R$ 119.99,2024-01-19
Isabela,458,35811,Camisa Polo Lacoste Classic Fit,Masculino,R$ 229.99,2024-04-17
Camila,452,35821,Vestido Longo em Viscose com Decote V,Feminino,R$ 89.99,2024-08-05
Mariana,462,35822,Saia Midi Plissada em Tecido Metalizado,Feminino,R$ 69.99,2024-03-08
Priscila,465,35824,Calça Legging com Estampa de Onça da Gymshark,Feminino,R$ 99.99,2024-07-23
Taylor,498,35829,Vestido de Festa em Tule com Bordado,Feminino,R$ 149.99,2024-05-13
Mariana,462,35838,Calça de Pijama em Modal da Hering,Feminino,R$ 59.99,2024-05-23
Isabela,458,35826,Blazer Feminino em Tecido de Linho da Lança Perfume,Feminino,R$ 199.99,2024-04-12
Mariana,462,35849,Camisa de Manga Longa em Viscose da H&M,Unissex,R$ 79.99,2024-08-11
Eduardo,474,35830,Cropped de Manga Longa da Forever 21,Feminino,R$ 69.99,2023-12-23
Ricardo,485,35823,Camiseta de Algodão Básica da Zara,Feminino,R$ 39.99,2024-07-22
Isabela,458,35834,Jaqueta Jeans Oversized da C&A,Feminino,R$ 119.99,2024-04-19
Alex,490,35848,Calça de Treino em Malha da Adidas,Unissex,R$ 89.99,2024-07-12
Tiago,487,35829,Vestido de Festa em Tule com Bordado,Feminino,R$ 149.99,2024-09-01
Tiago,487,35847,Sunga de Praia com Estampa Floral da Rip Curl,Unissex,R$ 59.99,2024-05-20
Bruno,471,35802,Terno Slim Fit em Lã Fria,Masculino,R$ 599.99,2024-10-04
André,470,35843,Calça Cargo em Sarja da Nike,Unissex,R$ 99.99,2023-12-15
Samuel,486,35828,Túnica em Viscose com Detalhes de Renda,Feminino,R$ 59.99,2024-05-27
Chris,493,35844,Regata Unissex em Algodão Orgânico,Unissex,R$ 39.99,2024-04-28
Camila,452,35817,Uniforme Esportivo Adidas Condivo 20,Masculino,R$ 179.99,2024-05-20
Juliana,459,35801,Camiseta Nike Dri-FIT Essential,Masculino,R$ 89.99,2024-02-07
Tatiane,468,35835,Regata Estampada da Calvin Klein,Feminino,R$ 49.99,2024-08-09
Henrique,477,35803,Blazer Masculino em Tecido de Algodão,Masculino,R$ 199.99,2024-02-25
Helena,457,35821,Vestido Longo em Viscose com Decote V,Feminino,R$ 89.99,2023-11-14
Ana,450,35832,Saia Jeans Midi da Levi's,Feminino,R$ 99.99,2024-07-10
Lucas,480,35847,Sunga de Praia com Estampa Floral da Rip Curl,Unissex,R$ 59.99,2024-08-29
Yuri,489,35805,Bermuda de Praia Hering com Estampa Tropical,Masculino,R$ 49.99,2023-12-01
Isabela,458,35833,Moletom Feminino com Capuz da Adidas,Feminino,R$ 179.99,2023-12-03
Victor,488,35840,Camiseta Tie-Dye da Vans,Unissex,R$ 89.99,2024-09-29
Morgan,497,35807,Jaqueta de Couro Fake da Marisol,Masculino,R$ 149.99,2024-02-16
João,479,35803,Blazer Masculino em Tecido de Algodão,Masculino,R$ 199.99,2024-01-15
Daniel,473,35823,Camiseta de Algodão Básica da Zara,Feminino,R$ 39.99,2024-09-05
